"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","ITEM_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"2016","Isles of Scilly","E06000053","Median","Value",,"These figures are suppressed as statistically unreliable"
"2016","North Somerset","E06000024","Median","Value",30086,"Normal Value"
"2016","Plymouth","E06000026","Median","Value",24970,"Normal Value"
"2016","Poole","E06000029","Median","Value",27420,"Normal Value"
"2016","South Gloucestershire","E06000025","Median","Value",29739,"Normal Value"
"2016","Swindon","E06000030","Median","Value",29248,"Normal Value"
"2016","Torbay","E06000027","Median","Value",22412,"Normal Value"
"2016","Wiltshire","E06000054","Median","Value",26857,"Normal Value"
"2016","Devon","E10000008","Median","Value",25692,"Normal Value"
"2016","Dorset","E10000009","Median","Value",26414,"Normal Value"
"2016","Gloucestershire","E10000013","Median","Value",27941,"Normal Value"
"2016","Somerset","E10000027","Median","Value",25343,"Normal Value"
"2016","Anglesey","W06000001","Median","Value",24075,"Normal Value"
"2016","Gwynedd","W06000002","Median","Value",22041,"Normal Value"
"2016","Conwy","W06000003","Median","Value",,"These figures are suppressed as statistically unreliable"
"2016","Denbighshire","W06000004","Median","Value",23693,"Normal Value"
"2016","Flintshire","W06000005","Median","Value",28602,"Normal Value"
"2016","Wrexham","W06000006","Median","Value",25845,"Normal Value"
"2016","Powys","W06000023","Median","Value",25137,"Normal Value"
"2016","Ceredigion","W06000008","Median","Value",23074,"Normal Value"
"2016","Pembrokeshire","W06000009","Median","Value",23184,"Normal Value"
"2016","Carmarthenshire","W06000010","Median","Value",24551,"Normal Value"
"2016","Swansea","W06000011","Median","Value",25394,"Normal Value"
"2016","Neath Port Talbot","W06000012","Median","Value",24227,"Normal Value"
"2016","Bridgend","W06000013","Median","Value",26094,"Normal Value"
"2016","The Vale of Glamorgan","W06000014","Median","Value",32184,"Normal Value"
"2016","Cardiff","W06000015","Median","Value",27521,"Normal Value"
"2016","Rhondda, Cynon, Taff","W06000016","Median","Value",25403,"Normal Value"
"2016","Merthyr Tydfil","W06000024","Median","Value",22626,"Normal Value"
"2016","Caerphilly","W06000018","Median","Value",24449,"Normal Value"
"2016","Blaenau Gwent","W06000019","Median","Value",22953,"Normal Value"
"2016","Torfaen","W06000020","Median","Value",25220,"Normal Value"
"2016","Monmouthshire","W06000021","Median","Value",31846,"Normal Value"
"2016","Newport","W06000022","Median","Value",25394,"Normal Value"
"2016","Aberdeen City","S12000033","Median","Value",29350,"Normal Value"
"2016","Aberdeenshire","S12000034","Median","Value",29887,"Normal Value"
"2016","Angus","S12000041","Median","Value",27505,"Normal Value"
"2016","Argyll and Bute","S12000035","Median","Value",25592,"Normal Value"
"2016","Clackmannanshire","S12000005","Median","Value",25427,"Normal Value"
"2016","Dumfries and Galloway","S12000006","Median","Value",24414,"Normal Value"
"2016","Dundee City","S12000042","Median","Value",24800,"Normal Value"
"2016","East Ayrshire","S12000008","Median","Value",28786,"Normal Value"
"2016","East Dunbartonshire","S12000045","Median","Value",33356,"Normal Value"
"2016","East Lothian","S12000010","Median","Value",29737,"Normal Value"
"2016","East Renfrewshire","S12000011","Median","Value",35410,"Normal Value"
"2016","Edinburgh, City of","S12000036","Median","Value",29426,"Normal Value"
"2016","Eilean Siar","S12000013","Median","Value",24808,"Normal Value"
"2016","Falkirk","S12000014","Median","Value",28248,"Normal Value"
"2016","Fife","S12000015","Median","Value",27584,"Normal Value"
"2016","Glasgow City","S12000046","Median","Value",26860,"Normal Value"
"2016","Highland","S12000017","Median","Value",27918,"Normal Value"
"2016","Inverclyde","S12000018","Median","Value",27955,"Normal Value"
"2016","Midlothian","S12000019","Median","Value",27501,"Normal Value"
"2016","Moray","S12000020","Median","Value",24519,"Normal Value"
"2016","North Ayrshire","S12000021","Median","Value",27282,"Normal Value"
"2016","North Lanarkshire","S12000044","Median","Value",26922,"Normal Value"
"2016","Orkney Islands","S12000023","Median","Value",29306,"Normal Value"
"2016","Perth and Kinross","S12000024","Median","Value",27667,"Normal Value"
"2016","Renfrewshire","S12000038","Median","Value",28930,"Normal Value"
"2016","Scottish Borders","S12000026","Median","Value",25733,"Normal Value"
"2016","Shetland Islands","S12000027","Median","Value",31992,"Normal Value"
"2016","South Ayrshire","S12000028","Median","Value",28907,"Normal Value"
"2016","South Lanarkshire","S12000029","Median","Value",27993,"Normal Value"
"2016","Stirling","S12000030","Median","Value",31541,"Normal Value"
"2016","West Dunbartonshire","S12000039","Median","Value",26664,"Normal Value"
"2016","West Lothian","S12000040","Median","Value",26124,"Normal Value"
"2017","Darlington","E06000005","Median","Value",27792,"Normal Value"
"2017","County Durham","E06000047","Median","Value",25703,"Normal Value"
"2017","Hartlepool","E06000001","Median","Value",25621,"Normal Value"
