"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","MEASURES_NAME","DURATION_NAME","SEX_NAME","OBS_VALUE","OBS_STATUS_NAME"
"August 2017","Carmarthenshire","W06000010","Value","total","Total",9790,"Normal Value"
"August 2017","Swansea","W06000011","Value","total","Total",13880,"Normal Value"
"August 2017","Neath Port Talbot","W06000012","Value","total","Total",10330,"Normal Value"
"August 2017","Bridgend","W06000013","Value","total","Total",8160,"Normal Value"
"August 2017","The Vale of Glamorgan","W06000014","Value","total","Total",5220,"Normal Value"
"August 2017","Cardiff","W06000015","Value","total","Total",16960,"Normal Value"
"August 2017","Rhondda, Cynon, Taff","W06000016","Value","total","Total",16100,"Normal Value"
"August 2017","Merthyr Tydfil","W06000024","Value","total","Total",4210,"Normal Value"
"August 2017","Caerphilly","W06000018","Value","total","Total",10790,"Normal Value"
"August 2017","Blaenau Gwent","W06000019","Value","total","Total",5110,"Normal Value"
"August 2017","Torfaen","W06000020","Value","total","Total",5240,"Normal Value"
"August 2017","Monmouthshire","W06000021","Value","total","Total",3180,"Normal Value"
"August 2017","Newport","W06000022","Value","total","Total",7820,"Normal Value"
"August 2017","Aberdeen City","S12000033","Value","total","Total",8340,"Normal Value"
"August 2017","Aberdeenshire","S12000034","Value","total","Total",6900,"Normal Value"
"August 2017","Angus","S12000041","Value","total","Total",4680,"Normal Value"
"August 2017","Argyll and Bute","S12000035","Value","total","Total",3550,"Normal Value"
"August 2017","Clackmannanshire","S12000005","Value","total","Total",2830,"Normal Value"
"August 2017","Dumfries and Galloway","S12000006","Value","total","Total",6680,"Normal Value"
"August 2017","Dundee City","S12000042","Value","total","Total",9820,"Normal Value"
"August 2017","East Ayrshire","S12000008","Value","total","Total",6890,"Normal Value"
"August 2017","East Dunbartonshire","S12000045","Value","total","Total",3060,"Normal Value"
"August 2017","East Lothian","S12000010","Value","total","Total",3080,"Normal Value"
"August 2017","East Renfrewshire","S12000011","Value","total","Total",2770,"Normal Value"
"August 2017","Edinburgh, City of","S12000036","Value","total","Total",19670,"Normal Value"
"August 2017","Eilean Siar","S12000013","Value","total","Total",970,"Normal Value"
"August 2017","Falkirk","S12000014","Value","total","Total",7540,"Normal Value"
"August 2017","Fife","S12000015","Value","total","Total",17480,"Normal Value"
"August 2017","Glasgow City","S12000046","Value","total","Total",48150,"Normal Value"
"August 2017","Highland","S12000017","Value","total","Total",7870,"Normal Value"
"August 2017","Inverclyde","S12000018","Value","total","Total",4870,"Normal Value"
"August 2017","Midlothian","S12000019","Value","total","Total",3560,"Normal Value"
"August 2017","Moray","S12000020","Value","total","Total",3180,"Normal Value"
"August 2017","North Ayrshire","S12000021","Value","total","Total",8480,"Normal Value"
"August 2017","North Lanarkshire","S12000044","Value","total","Total",20610,"Normal Value"
"August 2017","Orkney Islands","S12000023","Value","total","Total",680,"Normal Value"
"August 2017","Perth and Kinross","S12000024","Value","total","Total",5170,"Normal Value"
"August 2017","Renfrewshire","S12000038","Value","total","Total",9730,"Normal Value"
"August 2017","Scottish Borders","S12000026","Value","total","Total",4410,"Normal Value"
"August 2017","Shetland Islands","S12000027","Value","total","Total",680,"Normal Value"
"August 2017","South Ayrshire","S12000028","Value","total","Total",5580,"Normal Value"
"August 2017","South Lanarkshire","S12000029","Value","total","Total",16680,"Normal Value"
"August 2017","Stirling","S12000030","Value","total","Total",3310,"Normal Value"
"August 2017","West Dunbartonshire","S12000039","Value","total","Total",6070,"Normal Value"
"August 2017","West Lothian","S12000040","Value","total","Total",9040,"Normal Value"
