"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","ITEM_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"2015","Moray","S12000020","Total jobs","Value",42000,"Normal Value"
"2015","North Ayrshire","S12000021","Total jobs","Value",46000,"Normal Value"
"2015","North Lanarkshire","S12000044","Total jobs","Value",143000,"Normal Value"
"2015","Orkney Islands","S12000023","Total jobs","Value",12000,"Normal Value"
"2015","Perth and Kinross","S12000024","Total jobs","Value",73000,"Normal Value"
"2015","Renfrewshire","S12000038","Total jobs","Value",91000,"Normal Value"
"2015","Scottish Borders","S12000026","Total jobs","Value",50000,"Normal Value"
"2015","Shetland Islands","S12000027","Total jobs","Value",17000,"Normal Value"
"2015","South Ayrshire","S12000028","Total jobs","Value",52000,"Normal Value"
"2015","South Lanarkshire","S12000029","Total jobs","Value",132000,"Normal Value"
"2015","Stirling","S12000030","Total jobs","Value",50000,"Normal Value"
"2015","West Dunbartonshire","S12000039","Total jobs","Value",34000,"Normal Value"
"2015","West Lothian","S12000040","Total jobs","Value",83000,"Normal Value"
"2015","Antrim","95T","Total jobs","Value",,"These figures are missing."
"2015","Ards","95X","Total jobs","Value",,"These figures are missing."
"2015","Armagh","95O","Total jobs","Value",,"These figures are missing."
"2015","Ballymena","95G","Total jobs","Value",,"These figures are missing."
"2015","Ballymoney","95D","Total jobs","Value",,"These figures are missing."
"2015","Banbridge","95Q","Total jobs","Value",,"These figures are missing."
"2015","Belfast","95Z","Total jobs","Value",,"These figures are missing."
"2015","Carrickfergus","95V","Total jobs","Value",,"These figures are missing."
"2015","Castlereagh","95Y","Total jobs","Value",,"These figures are missing."
"2015","Coleraine","95C","Total jobs","Value",,"These figures are missing."
"2015","Cookstown","95I","Total jobs","Value",,"These figures are missing."
"2015","Craigavon","95N","Total jobs","Value",,"These figures are missing."
"2015","Derry","95A","Total jobs","Value",,"These figures are missing."
"2015","Down","95R","Total jobs","Value",,"These figures are missing."
"2015","Dungannon","95M","Total jobs","Value",,"These figures are missing."
"2015","Fermanagh","95L","Total jobs","Value",,"These figures are missing."
"2015","Larne","95F","Total jobs","Value",,"These figures are missing."
"2015","Limavady","95B","Total jobs","Value",,"These figures are missing."
"2015","Lisburn","95S","Total jobs","Value",,"These figures are missing."
"2015","Magherafelt","95H","Total jobs","Value",,"These figures are missing."
"2015","Moyle","95E","Total jobs","Value",,"These figures are missing."
"2015","Newry and Mourne","95P","Total jobs","Value",,"These figures are missing."
"2015","Newtownabbey","95U","Total jobs","Value",,"These figures are missing."
"2015","North Down","95W","Total jobs","Value",,"These figures are missing."
"2015","Omagh","95K","Total jobs","Value",,"These figures are missing."
"2015","Strabane","95J","Total jobs","Value",,"These figures are missing."
"2016","Darlington","E06000005","Total jobs","Value",55000,"Normal Value"
"2016","County Durham","E06000047","Total jobs","Value",194000,"Normal Value"
"2016","Hartlepool","E06000001","Total jobs","Value",34000,"Normal Value"
"2016","Middlesbrough","E06000002","Total jobs","Value",67000,"Normal Value"
"2016","Northumberland","E06000057","Total jobs","Value",124000,"Normal Value"
"2016","Redcar and Cleveland","E06000003","Total jobs","Value",46000,"Normal Value"
"2016","Stockton-on-Tees","E06000004","Total jobs","Value",88000,"Normal Value"
"2016","Gateshead","E08000037","Total jobs","Value",103000,"Normal Value"
"2016","Newcastle upon Tyne","E08000021","Total jobs","Value",196000,"Normal Value"
"2016","North Tyneside","E08000022","Total jobs","Value",90000,"Normal Value"
"2016","South Tyneside","E08000023","Total jobs","Value",48000,"Normal Value"
"2016","Sunderland","E08000024","Total jobs","Value",128000,"Normal Value"
"2016","Blackburn with Darwen","E06000008","Total jobs","Value",74000,"Normal Value"
"2016","Blackpool","E06000009","Total jobs","Value",70000,"Normal Value"
"2016","Cheshire East","E06000049","Total jobs","Value",222000,"Normal Value"
"2016","Cheshire West and Chester","E06000050","Total jobs","Value",185000,"Normal Value"
"2016","Halton","E06000006","Total jobs","Value",62000,"Normal Value"
"2016","Warrington","E06000007","Total jobs","Value",144000,"Normal Value"
"2016","Cumbria","E10000006","Total jobs","Value",275000,"Normal Value"
"2016","Bolton","E08000001","Total jobs","Value",124000,"Normal Value"
"2016","Bury","E08000002","Total jobs","Value",81000,"Normal Value"
"2016","Manchester","E08000003","Total jobs","Value",426000,"Normal Value"
"2016","Oldham","E08000004","Total jobs","Value",92000,"Normal Value"
"2016","Rochdale","E08000005","Total jobs","Value",83000,"Normal Value"
"2016","Salford","E08000006","Total jobs","Value",130000,"Normal Value"
"2016","Stockport","E08000007","Total jobs","Value",143000,"Normal Value"
"2016","Tameside","E08000008","Total jobs","Value",79000,"Normal Value"
"2016","Trafford","E08000009","Total jobs","Value",164000,"Normal Value"
"2016","Wigan","E08000010","Total jobs","Value",119000,"Normal Value"
"2016","Lancashire","E10000017","Total jobs","Value",578000,"Normal Value"
"2016","Knowsley","E08000011","Total jobs","Value",72000,"Normal Value"
"2016","Liverpool","E08000012","Total jobs","Value",274000,"Normal Value"
"2016","Sefton","E08000014","Total jobs","Value",102000,"Normal Value"
"2016","St. Helens","E08000013","Total jobs","Value",67000,"Normal Value"
"2016","Wirral","E08000015","Total jobs","Value",116000,"Normal Value"
"2016","East Riding of Yorkshire","E06000011","Total jobs","Value",143000,"Normal Value"
"2016","Kingston upon Hull, City of","E06000010","Total jobs","Value",132000,"Normal Value"
"2016","North East Lincolnshire","E06000012","Total jobs","Value",78000,"Normal Value"
"2016","North Lincolnshire","E06000013","Total jobs","Value",78000,"Normal Value"
"2016","York","E06000014","Total jobs","Value",116000,"Normal Value"
