ID,X,Y,AIBY,PTALBY,AI2021,PTAL21,AI2031,PTAL31
48593,527245,173952,2.34976,1a,2.38771,1a,2.38771,1a
48594,527345,173952,2.12419,1a,2.15516,1a,2.15516,1a
48595,527445,173952,12.0187,3,12.7334,3,12.7334,3
48596,527545,173952,12.5696,3,13.5185,3,13.5185,3
48597,527645,173952,12.9317,3,13.9781,3,13.9781,3
48598,527745,173952,12.7428,3,13.7407,3,13.7407,3
48599,527845,173952,12.6524,3,13.6428,3,13.6428,3
48600,527945,173952,12.166,3,13.0883,3,13.0883,3
48601,528045,173952,17.3915,4,17.3915,4,17.3915,4
48602,528145,173952,16.5437,4,16.5437,4,16.5437,4
48603,528245,173952,18.281,4,18.281,4,18.281,4
48604,528345,173952,18.316,4,18.316,4,18.316,4
48605,528445,173952,21.019,5,21.019,5,21.019,5
48606,528545,173952,24.274,5,24.274,5,24.274,5
48607,528645,173952,15.4047,4,15.4047,4,15.4047,4
48608,528745,173952,24.0809,5,24.0809,5,24.0809,5
48609,528845,173952,15.8546,4,15.8546,4,15.8546,4
48610,528945,173952,17.2086,4,17.2086,4,17.2086,4
48611,529045,173952,15.8632,4,15.8632,4,15.8632,4
48612,529145,173952,15.035,4,15.035,4,15.035,4
48613,529245,173952,12.6843,3,12.6843,3,12.6843,3
48614,529345,173952,12.1191,3,12.1191,3,12.1191,3
48615,529445,173952,16.9046,4,16.9046,4,16.9046,4
48616,529545,173952,11.8363,3,12.041,3,12.041,3
48617,529645,173952,11.8588,3,12.0456,3,12.0456,3
48618,529745,173952,10.8276,3,10.9832,3,10.9832,3
48619,529845,173952,9.89294,2,10.0257,3,10.0257,3
48620,529945,173952,11.4099,3,11.5858,3,11.5858,3
48621,530045,173952,10.2574,3,10.4,3,10.4,3
48622,530145,173952,18.4113,4,18.6259,4,18.6259,4
48623,530245,173952,18.0169,4,18.217,4,18.217,4
48624,530345,173952,19.4305,4,19.6672,4,19.6672,4
48625,530445,173952,21.8849,5,22.2032,5,22.2032,5
48626,530545,173952,23.9146,5,24.2849,5,24.2849,5
48627,530645,173952,15.9841,4,16.1992,4,16.1992,4
48628,530745,173952,16.4185,4,16.6045,4,16.6045,4
48629,530845,173952,12.741,3,12.8786,3,12.8786,3
48630,530945,173952,14.7008,3,14.8525,3,14.8525,3
48631,531045,173952,13.957,3,14.0993,3,14.0993,3
48632,531145,173952,8.43814,2,8.5942,2,8.5942,2
48633,531245,173952,7.69131,2,7.82103,2,7.82103,2
48634,531345,173952,6.59529,2,6.70449,2,6.70449,2
48635,531445,173952,5.46413,2,5.53947,2,5.53947,2
48636,531545,173952,5.14657,2,5.21352,2,5.21352,2
48637,531645,173952,7.40148,2,7.4935,2,7.4935,2
48638,531745,173952,18.5257,4,18.5257,4,18.5257,4
48639,531845,173952,20.2542,5,20.2542,5,20.2542,5
48640,531945,173952,23.4186,5,23.4186,5,23.4186,5
48641,532045,173952,23.8016,5,23.8016,5,23.8016,5
48642,532145,173952,21.4551,5,21.4551,5,21.4551,5
48643,532245,173952,20.2538,5,20.2538,5,20.2538,5
48644,532345,173952,2.14376,1a,2.16998,1a,2.16998,1a
48645,532445,173952,2.07147,1a,2.09594,1a,2.09594,1a
48646,532545,173952,2.11698,1a,2.14254,1a,2.14254,1a
48647,532645,173952,2.9875,1b,3.02351,1b,3.02351,1b
48648,532745,173952,8.03885,2,8.03885,2,8.03885,2
48649,532845,173952,8.44288,2,8.44288,2,8.44288,2
48650,532945,173952,6.55691,2,6.55691,2,6.55691,2
48651,533045,173952,7.04275,2,7.04275,2,7.04275,2
48652,533145,173952,8.87516,2,8.87516,2,8.87516,2
48653,533245,173952,7.28182,2,7.28182,2,7.28182,2
48654,533345,173952,6.01012,2,6.01012,2,6.01012,2
48655,533445,173952,11.8713,3,11.8713,3,11.8713,3
48656,533545,173952,11.4616,3,11.4616,3,11.4616,3
48657,533645,173952,8.10726,2,8.19645,2,8.19645,2
48658,533745,173952,10.5825,3,10.7334,3,10.7334,3
48659,533845,173952,11.7219,3,11.9066,3,11.9066,3
48660,533945,173952,15.7146,4,16.0434,4,16.0434,4
48661,534045,173952,12.2214,3,12.4234,3,12.4234,3
48662,534145,173952,11.2248,3,11.3949,3,11.3949,3
48663,534245,173952,9.40685,2,9.53087,2,9.53087,2
48664,534345,173952,8.84756,2,8.95838,2,8.95838,2
48665,534445,173952,4.48889,1b,4.54047,1b,4.54047,1b
48666,534545,173952,6.63673,2,6.72275,2,6.72275,2
48667,534645,173952,4.03841,1b,4.11497,1b,4.11497,1b
48668,534745,173952,3.85522,1b,3.89074,1b,3.89074,1b
48669,534845,173952,6.6429,2,6.74609,2,6.74609,2
48670,534945,173952,5.44134,2,5.51592,2,5.51592,2
48671,535045,173952,6.61208,2,6.70446,2,6.70446,2
48672,535145,173952,14.0732,3,14.0732,3,14.0732,3
48673,535245,173952,14.458,3,14.458,3,14.458,3
48674,535345,173952,15.4187,4,15.4187,4,15.4187,4
48675,535445,173952,11.2154,3,11.2154,3,11.2154,3
48676,535545,173952,14.3155,3,14.3155,3,14.3155,3
48677,535645,173952,13.5086,3,13.5086,3,13.5086,3
48678,535745,173952,14.692,3,14.692,3,14.692,3
48679,535845,173952,17.963,4,17.963,4,17.963,4
48680,535945,173952,18.1621,4,18.1621,4,18.1621,4
48681,536045,173952,18.7959,4,18.7959,4,18.7959,4
48682,536145,173952,21.3237,5,21.3237,5,21.3237,5
48683,536245,173952,21.4624,5,21.4624,5,21.4624,5
48684,536345,173952,19.2376,4,19.2376,4,19.2376,4
48685,536445,173952,15.9061,4,15.9061,4,15.9061,4
48686,536545,173952,14.5314,3,14.5314,3,14.5314,3
48687,536645,173952,15.9082,4,15.9082,4,15.9082,4
48688,536745,173952,9.17111,2,9.17111,2,9.17111,2
48689,536845,173952,8.9942,2,8.9942,2,8.9942,2
48690,536945,173952,9.80125,2,9.80125,2,9.80125,2
48691,537045,173952,10.3033,3,10.3033,3,10.3033,3
48692,537145,173952,9.78805,2,9.78805,2,9.78805,2
48693,537245,173952,9.29554,2,9.29554,2,9.29554,2
48694,537345,173952,19.7264,4,19.7264,4,19.7264,4
48695,537445,173952,25.0752,6a,25.0752,6a,25.0752,6a
48696,537545,173952,25.3138,6a,25.3138,6a,25.3138,6a
48697,537645,173952,26.2706,6a,26.2706,6a,26.2706,6a
48698,537745,173952,27.718,6a,27.718,6a,27.718,6a
48699,537845,173952,29.8079,6a,29.8079,6a,29.8079,6a
48700,537945,173952,19.819,4,20.1252,5,20.1252,5
48701,538045,173952,13.1471,3,13.3385,3,13.3385,3
48702,538145,173952,11.5442,3,11.7061,3,11.7061,3
48703,538245,173952,9.95374,2,10.082,3,10.082,3
48704,538345,173952,9.22784,2,9.33809,2,9.33809,2
48705,538445,173952,4.08796,1b,4.14299,1b,4.14299,1b
48706,538545,173952,4.41187,1b,4.47571,1b,4.47571,1b
48707,538645,173952,11.5896,3,11.5896,3,11.5896,3
48708,538745,173952,2.7818,1b,2.81984,1b,2.81984,1b
48709,538845,173952,11.899,3,11.899,3,11.899,3
48710,538945,173952,5.254,2,5.35022,2,5.35022,2
48711,539045,173952,13.8951,3,13.8951,3,13.8951,3
48712,539145,173952,14.1076,3,14.1076,3,14.1076,3
48713,539245,173952,13.5776,3,13.5776,3,13.5776,3
48714,539345,173952,4.24118,1b,4.30724,1b,4.30724,1b
48715,539445,173952,8.9684,2,8.9684,2,8.9684,2
48716,539545,173952,9.95865,2,9.95865,2,9.95865,2
48717,539645,173952,9.9998,2,9.9998,2,9.9998,2
48718,539745,173952,9.61513,2,9.61513,2,9.61513,2
48719,539845,173952,9.64771,2,9.64771,2,9.64771,2
48720,539945,173952,5.44307,2,5.52856,2,5.52856,2
48721,540045,173952,13.1856,3,13.1856,3,13.1856,3
48722,540145,173952,9.23442,2,9.23442,2,9.23442,2
48723,540245,173952,10.4271,3,10.4271,3,10.4271,3
48724,540345,173952,10.8905,3,10.8905,3,10.8905,3
48725,540445,173952,10.8458,3,10.8458,3,10.8458,3
48726,540545,173952,6.71988,2,6.85586,2,6.85586,2
48727,540645,173952,3.79402,1b,3.86593,1b,3.86593,1b
48728,540745,173952,4.45407,1b,4.55335,1b,4.55335,1b
48729,540845,173952,4.06644,1b,4.14877,1b,4.14877,1b
48730,540945,173952,3.867,1b,3.94138,1b,3.94138,1b
48731,541045,173952,2.72532,1b,2.7724,1b,2.7724,1b
48732,541145,173952,2.94985,1b,3.0118,1b,3.0118,1b
48733,541245,173952,2.95039,1b,3.01213,1b,3.01213,1b
48734,541345,173952,1.86511,1a,1.90516,1a,1.90516,1a
48735,541445,173952,2.14471,1a,2.18432,1a,2.18432,1a
48736,541545,173952,3.42417,1b,3.48556,1b,3.48556,1b
48737,541645,173952,4.06634,1b,4.15186,1b,4.15186,1b
48738,541745,173952,4.58493,1b,4.67829,1b,4.67829,1b
48739,541845,173952,3.94281,1b,4.01199,1b,4.01199,1b
48740,541945,173952,4.15767,1b,4.23258,1b,4.23258,1b
48741,542045,173952,4.61488,1b,4.7072,1b,4.7072,1b
48742,542145,173952,4.72645,1b,4.8233,1b,4.8233,1b
48743,542245,173952,2.01976,1a,2.04302,1a,2.04302,1a
48744,542345,173952,0,0,0,0,0,0
48745,542445,173952,3.38403,1b,3.42761,1b,3.42761,1b
48746,542545,173952,3.24415,1b,3.28418,1b,3.28418,1b
48747,542645,173952,7.38918,2,7.38918,2,7.38918,2
48748,542745,173952,18.9004,4,18.9004,4,18.9004,4
48749,542845,173952,4.99494,1b,5.09047,2,5.09047,2
48750,542945,173952,3.65486,1b,3.70575,1b,3.70575,1b
48751,543045,173952,3.51223,1b,3.5592,1b,3.5592,1b
48752,543145,173952,0,0,0,0,0,0
48753,543245,173952,8.55493,2,8.69106,2,8.69106,2
48754,543345,173952,10.3715,3,10.5517,3,10.5517,3
48755,543445,173952,11.7405,3,11.9713,3,11.9713,3
48756,543545,173952,10.4886,3,10.6733,3,10.6733,3
48757,543645,173952,6.55306,2,6.65503,2,6.65503,2
48758,543745,173952,6.31701,2,6.41193,2,6.41193,2
48759,543845,173952,4.8475,1b,4.91267,1b,4.91267,1b
48760,543945,173952,0,0,0,0,0,0
48761,544045,173952,0,0,0,0,0,0
48762,544145,173952,0,0,0,0,0,0
48763,544245,173952,2.89473,1b,2.93422,1b,2.93422,1b
48764,544345,173952,3.09783,1b,3.14295,1b,3.14295,1b
48765,544445,173952,3.33559,1b,3.38778,1b,3.38778,1b
48766,544545,173952,2.9539,1b,2.99499,1b,2.99499,1b
48767,544645,173952,4.72172,1b,4.80377,1b,4.80377,1b
48768,544745,173952,5.78226,2,5.90549,2,5.90549,2
48769,544845,173952,5.21745,2,5.31789,2,5.31789,2
48770,544945,173952,6.14301,2,6.25449,2,6.25449,2
48771,545045,173952,5.6822,2,5.77727,2,5.77727,2
48772,545145,173952,2.99316,1b,3.03267,1b,3.03267,1b
48773,545245,173952,3.03412,1b,3.08104,1b,3.08104,1b
48774,545345,173952,2.22486,1a,2.26751,1a,2.26751,1a
48775,545445,173952,2.5289,1b,2.58415,1b,2.58415,1b
48776,545545,173952,3.67378,1b,3.74635,1b,3.74635,1b
48777,545645,173952,4.11671,1b,4.20769,1b,4.20769,1b
48778,545745,173952,3.90284,1b,3.98645,1b,3.98645,1b
48779,545845,173952,2.51691,1b,2.57163,1b,2.57163,1b
48780,545945,173952,3.41608,1b,3.46782,1b,3.46782,1b
48781,546045,173952,3.74469,1b,3.80664,1b,3.80664,1b
48782,546145,173952,4.28712,1b,4.3691,1b,4.3691,1b
48783,546245,173952,4.86991,1b,4.97363,1b,4.97363,1b
48784,546345,173952,5.20826,2,5.3261,2,5.3261,2
48785,546445,173952,4.52672,1b,4.61666,1b,4.61666,1b
48786,546545,173952,4.00765,1b,4.07812,1b,4.07812,1b
48787,546645,173952,4.88324,1b,4.97694,1b,4.97694,1b
48788,546745,173952,4.82581,1b,4.91833,1b,4.91833,1b
48789,546845,173952,2.43447,1a,2.48563,1a,2.48563,1a
48790,546945,173952,3.79382,1b,3.86166,1b,3.86166,1b
48791,547045,173952,1.29317,1a,1.32207,1a,1.32207,1a
48792,547145,173952,3.93134,1b,3.99966,1b,3.99966,1b
48793,547245,173952,4.22928,1b,4.3084,1b,4.3084,1b
48794,547345,173952,4.29651,1b,4.37904,1b,4.37904,1b
48795,547445,173952,3.57909,1b,3.63571,1b,3.63571,1b
48796,547545,173952,3.6683,1b,3.72771,1b,3.72771,1b
48797,547645,173952,3.68326,1b,3.74268,1b,3.74268,1b
48798,547745,173952,3.04903,1b,3.10304,1b,3.10304,1b
48799,547845,173952,2.64224,1b,2.68333,1b,2.68333,1b
48800,547945,173952,3.20607,1b,3.24761,1b,3.24761,1b
48801,548045,173952,3.5118,1b,3.56168,1b,3.56168,1b
48802,548145,173952,4.08881,1b,4.15655,1b,4.15655,1b
48803,548245,173952,5.13055,2,5.23757,2,5.23757,2
48804,548345,173952,5.9313,2,6.07473,2,6.07473,2
48805,548445,173952,4.97102,1b,5.07144,2,5.07144,2
48806,548545,173952,4.76953,1b,4.86191,1b,4.86191,1b
48807,548645,173952,0,0,0,0,0,0
48808,548745,173952,0,0,0,0,0,0
48809,548845,173952,0,0,0,0,0,0
48810,548945,173952,9.42839,2,9.42839,2,9.42839,2
48811,549045,173952,9.09354,2,9.09354,2,9.09354,2
48812,549145,173952,9.11596,2,9.11596,2,9.11596,2
48813,549245,173952,9.23593,2,9.23593,2,9.23593,2
48814,549345,173952,10.2381,3,10.2381,3,10.2381,3
48815,549445,173952,9.78109,2,9.78109,2,9.78109,2
48816,549545,173952,9.78096,2,9.78096,2,9.78096,2
48817,549645,173952,12.0297,3,12.0297,3,12.0297,3
49038,527245,174052,2.04857,1a,2.07735,1a,2.07735,1a
49039,527345,174052,0,0,0,0,0,0
49040,527445,174052,12.5798,3,13.2388,3,13.2388,3
49041,527545,174052,13.2568,3,14.1478,3,14.1478,3
49042,527645,174052,12.4723,3,13.3169,3,13.3169,3
49043,527745,174052,11.9362,3,12.666,3,12.666,3
49044,527845,174052,11.6698,3,12.3449,3,12.3449,3
49045,527945,174052,11.2908,3,11.9501,3,11.9501,3
49046,528045,174052,11.0106,3,11.5731,3,11.5731,3
49047,528145,174052,8.32248,2,8.32248,2,8.32248,2
49048,528245,174052,9.27001,2,9.27001,2,9.27001,2
49049,528345,174052,9.42333,2,9.42333,2,9.42333,2
49050,528445,174052,12.3991,3,12.3991,3,12.3991,3
49051,528545,174052,12.5782,3,12.5782,3,12.5782,3
49052,528645,174052,17.8502,4,17.8502,4,17.8502,4
49053,528745,174052,20.6108,5,20.6108,5,20.6108,5
49054,528845,174052,20.9925,5,20.9925,5,20.9925,5
49055,528945,174052,19.2166,4,19.2166,4,19.2166,4
49056,529045,174052,16.5853,4,16.5853,4,16.5853,4
49057,529145,174052,13.776,3,13.776,3,13.776,3
49058,529245,174052,16.3376,4,16.3376,4,16.3376,4
49059,529345,174052,13.5205,3,13.5205,3,13.5205,3
49060,529445,174052,8.06698,2,8.20628,2,8.20628,2
49061,529545,174052,6.35555,2,6.45639,2,6.45639,2
49062,529645,174052,10.0269,3,10.1609,3,10.1609,3
49063,529745,174052,9.52119,2,9.644,2,9.644,2
49064,529845,174052,7.21919,2,7.31678,2,7.31678,2
49065,529945,174052,11.1066,3,11.2748,3,11.2748,3
49066,530045,174052,11.3272,3,11.5037,3,11.5037,3
49067,530145,174052,18.825,4,19.0507,4,19.0507,4
49068,530245,174052,17.7327,4,17.9331,4,17.9331,4
49069,530345,174052,19.0357,4,19.2627,4,19.2627,4
49070,530445,174052,18.4678,4,18.6974,4,18.6974,4
49071,530545,174052,18.121,4,18.3963,4,18.3963,4
49072,530645,174052,17.2603,4,17.5104,4,17.5104,4
49073,530745,174052,15.0593,4,15.2506,4,15.2506,4
49074,530845,174052,16.7319,4,16.925,4,16.925,4
49075,530945,174052,15.3088,4,15.4715,4,15.4715,4
49076,531045,174052,0,0,0,0,0,0
49077,531145,174052,0,0,0,0,0,0
49078,531245,174052,7.05676,2,7.18156,2,7.18156,2
49079,531345,174052,6.14639,2,6.24141,2,6.24141,2
49080,531445,174052,5.53644,2,5.61376,2,5.61376,2
49081,531545,174052,5.08834,2,5.15381,2,5.15381,2
49082,531645,174052,4.50847,1b,4.56004,1b,4.56004,1b
49083,531745,174052,17.788,4,17.788,4,17.788,4
49084,531845,174052,21.2318,5,21.2318,5,21.2318,5
49085,531945,174052,21.7183,5,21.7183,5,21.7183,5
49086,532045,174052,23.4055,5,23.4055,5,23.4055,5
49087,532145,174052,22.0571,5,22.0571,5,22.0571,5
49088,532245,174052,20.327,5,20.327,5,20.327,5
49089,532345,174052,19.2176,4,19.2176,4,19.2176,4
49090,532445,174052,9.76478,2,9.76478,2,9.76478,2
49091,532545,174052,9.7332,2,9.7332,2,9.7332,2
49092,532645,174052,9.2776,2,9.2776,2,9.2776,2
49093,532745,174052,3.98655,1b,4.03508,1b,4.03508,1b
49094,532845,174052,8.37517,2,8.37517,2,8.37517,2
49095,532945,174052,7.9836,2,7.9836,2,7.9836,2
49096,533045,174052,8.61747,2,8.61747,2,8.61747,2
49097,533145,174052,9.15822,2,9.15822,2,9.15822,2
49098,533245,174052,7.76425,2,7.76425,2,7.76425,2
49099,533345,174052,6.36877,2,6.36877,2,6.36877,2
49100,533445,174052,5.80438,2,5.80438,2,5.80438,2
49101,533545,174052,6.72101,2,6.7826,2,6.7826,2
49102,533645,174052,7.14856,2,7.21812,2,7.21812,2
49103,533745,174052,10.082,3,10.2191,3,10.2191,3
49104,533845,174052,11.8313,3,12.033,3,12.033,3
49105,533945,174052,11.8159,3,12.0168,3,12.0168,3
49106,534045,174052,12.5701,3,12.781,3,12.781,3
49107,534145,174052,10.7911,3,10.9406,3,10.9406,3
49108,534245,174052,7.65819,2,7.74806,2,7.74806,2
49109,534345,174052,7.30157,2,7.38517,2,7.38517,2
49110,534445,174052,6.97811,2,7.05478,2,7.05478,2
49111,534545,174052,5.72279,2,5.79259,2,5.79259,2
49112,534645,174052,3.74875,1b,3.81741,1b,3.81741,1b
49113,534745,174052,5.28928,2,5.34458,2,5.34458,2
49114,534845,174052,5.77329,2,5.83893,2,5.83893,2
49115,534945,174052,6.43672,2,6.54176,2,6.54176,2
49116,535045,174052,7.42944,2,7.52871,2,7.52871,2
49117,535145,174052,15.0002,4,15.0002,4,15.0002,4
49118,535245,174052,16.3219,4,16.3219,4,16.3219,4
49119,535345,174052,15.2798,4,15.2798,4,15.2798,4
49120,535445,174052,16.1228,4,16.1228,4,16.1228,4
49121,535545,174052,14.684,3,14.684,3,14.684,3
49122,535645,174052,13.8546,3,13.8546,3,13.8546,3
49123,535745,174052,15.1165,4,15.1165,4,15.1165,4
49124,535845,174052,18.774,4,18.774,4,18.774,4
49125,535945,174052,21.3309,5,21.3309,5,21.3309,5
49126,536045,174052,20.8443,5,20.8443,5,20.8443,5
49127,536145,174052,23.367,5,23.367,5,23.367,5
49128,536245,174052,23.4088,5,23.4088,5,23.4088,5
49129,536345,174052,20.1931,5,20.1931,5,20.1931,5
49130,536445,174052,18.5904,4,18.5904,4,18.5904,4
49131,536545,174052,17.2981,4,17.2981,4,17.2981,4
49132,536645,174052,17.2765,4,17.2765,4,17.2765,4
49133,536745,174052,4.74579,1b,4.74579,1b,4.74579,1b
49134,536845,174052,5.41168,2,5.41168,2,5.41168,2
49135,536945,174052,9.30802,2,9.30802,2,9.30802,2
49136,537045,174052,9.39243,2,9.39243,2,9.39243,2
49137,537145,174052,2.6566,1b,2.69698,1b,2.69698,1b
49138,537245,174052,9.08299,2,9.08299,2,9.08299,2
49139,537345,174052,22.8589,5,22.8589,5,22.8589,5
49140,537445,174052,24.0957,5,24.0957,5,24.0957,5
49141,537545,174052,25.0789,6a,25.0789,6a,25.0789,6a
49142,537645,174052,21.3063,5,21.3063,5,21.3063,5
49143,537745,174052,19.313,4,19.313,4,19.313,4
49144,537845,174052,28.0453,6a,28.1343,6a,28.1343,6a
49145,537945,174052,22.5918,5,23.0042,5,23.0042,5
49146,538045,174052,15.2229,4,15.483,4,15.483,4
49147,538145,174052,12.0385,3,12.2266,3,12.2266,3
49148,538245,174052,10.1223,3,10.255,3,10.255,3
49149,538345,174052,9.24187,2,9.35246,2,9.35246,2
49150,538445,174052,2.95149,1b,2.99433,1b,2.99433,1b
49151,538545,174052,11.5016,3,11.5016,3,11.5016,3
49152,538645,174052,10.2543,3,10.2543,3,10.2543,3
49153,538745,174052,2.95384,1b,2.99675,1b,2.99675,1b
49154,538845,174052,12.7808,3,12.7808,3,12.7808,3
49155,538945,174052,11.8369,3,11.8369,3,11.8369,3
49156,539045,174052,12.5052,3,12.5052,3,12.5052,3
49157,539145,174052,13.52,3,13.52,3,13.52,3
49158,539245,174052,13.1091,3,13.1091,3,13.1091,3
49159,539345,174052,4.32136,1b,4.39029,1b,4.39029,1b
49160,539445,174052,4.08061,1b,4.14255,1b,4.14255,1b
49161,539545,174052,9.788,2,9.788,2,9.788,2
49162,539645,174052,10.0174,3,10.0174,3,10.0174,3
49163,539745,174052,10.446,3,10.446,3,10.446,3
49164,539845,174052,10.4987,3,10.4987,3,10.4987,3
49165,539945,174052,11.8786,3,11.8786,3,11.8786,3
49166,540045,174052,11.7706,3,11.7706,3,11.7706,3
49167,540145,174052,10.7502,3,10.7502,3,10.7502,3
49168,540245,174052,10.1044,3,10.1044,3,10.1044,3
49169,540345,174052,9.96869,2,9.96869,2,9.96869,2
49170,540445,174052,10.2382,3,10.2382,3,10.2382,3
49171,540545,174052,10.4607,3,10.4607,3,10.4607,3
49172,540645,174052,8.80752,2,8.80752,2,8.80752,2
49173,540745,174052,4.4766,1b,4.5769,1b,4.5769,1b
49174,540845,174052,4.39372,1b,4.48951,1b,4.48951,1b
49175,540945,174052,4.35136,1b,4.44557,1b,4.44557,1b
49176,541045,174052,3.36926,1b,3.44137,1b,3.44137,1b
49177,541145,174052,3.27422,1b,3.35085,1b,3.35085,1b
49178,541245,174052,2.88603,1b,2.93862,1b,2.93862,1b
49179,541345,174052,2.68793,1b,2.73373,1b,2.73373,1b
49180,541445,174052,2.29819,1a,2.34373,1a,2.34373,1a
49181,541545,174052,3.72272,1b,3.79557,1b,3.79557,1b
49182,541645,174052,4.04453,1b,4.12913,1b,4.12913,1b
49183,541745,174052,4.16329,1b,4.25301,1b,4.25301,1b
49184,541845,174052,3.67914,1b,3.73881,1b,3.73881,1b
49185,541945,174052,3.76518,1b,3.82662,1b,3.82662,1b
49186,542045,174052,3.75288,1b,3.81391,1b,3.81391,1b
49187,542145,174052,8.3846,2,8.56012,2,8.56012,2
49188,542245,174052,0,0,0,0,0,0
49189,542345,174052,3.02427,1b,3.05903,1b,3.05903,1b
49190,542445,174052,12.9753,3,13.1617,3,13.1617,3
49191,542545,174052,13.3603,3,13.5577,3,13.5577,3
49192,542645,174052,13.3931,3,13.5916,3,13.5916,3
49193,542745,174052,14.8861,3,15.134,4,15.134,4
49194,542845,174052,13.5402,3,13.7456,3,13.7456,3
49195,542945,174052,3.18945,1b,3.22814,1b,3.22814,1b
49196,543045,174052,0,0,0,0,0,0
49197,543145,174052,4.75554,1b,4.81832,1b,4.81832,1b
49198,543245,174052,8.88589,2,9.03256,2,9.03256,2
49199,543345,174052,14.8681,3,15.1364,4,15.1364,4
49200,543445,174052,17.2052,4,17.5426,4,17.5426,4
49201,543545,174052,15.269,4,15.5509,4,15.5509,4
49202,543645,174052,14.4703,3,14.7231,3,14.7231,3
49203,543745,174052,9.66405,2,9.83683,2,9.83683,2
49204,543845,174052,5.03429,2,5.11202,2,5.11202,2
49205,543945,174052,4.71176,1b,4.77999,1b,4.77999,1b
49206,544045,174052,0,0,0,0,0,0
49207,544145,174052,0,0,0,0,0,0
49208,544245,174052,2.93051,1b,2.97096,1b,2.97096,1b
49209,544345,174052,3.11575,1b,3.16138,1b,3.16138,1b
49210,544445,174052,4.47032,1b,4.54391,1b,4.54391,1b
49211,544545,174052,4.79864,1b,4.88336,1b,4.88336,1b
49212,544645,174052,6.97165,2,7.09903,2,7.09903,2
49213,544745,174052,7.68853,2,7.84389,2,7.84389,2
49214,544845,174052,5.82793,2,5.92758,2,5.92758,2
49215,544945,174052,5.5947,2,5.68607,2,5.68607,2
49216,545045,174052,5.19501,2,5.27393,2,5.27393,2
49217,545145,174052,5.07862,2,5.15415,2,5.15415,2
49218,545245,174052,2.47685,1a,2.51535,1b,2.51535,1b
49219,545345,174052,2.03524,1a,2.07088,1a,2.07088,1a
49220,545445,174052,2.26524,1a,2.30947,1a,2.30947,1a
49221,545545,174052,2.37499,1a,2.42365,1a,2.42365,1a
49222,545645,174052,3.75119,1b,3.82756,1b,3.82756,1b
49223,545745,174052,3.81107,1b,3.89061,1b,3.89061,1b
49224,545845,174052,2.60445,1b,2.66309,1b,2.66309,1b
49225,545945,174052,3.47696,1b,3.53994,1b,3.53994,1b
49226,546045,174052,3.60325,1b,3.67121,1b,3.67121,1b
49227,546145,174052,5.33803,2,5.4495,2,5.4495,2
49228,546245,174052,4.95935,1b,5.04111,2,5.04111,2
49229,546345,174052,4.47465,1b,4.56212,1b,4.56212,1b
49230,546445,174052,5.12706,2,5.21505,2,5.21505,2
49231,546545,174052,5.12416,2,5.22434,2,5.22434,2
49232,546645,174052,5.22595,2,5.33354,2,5.33354,2
49233,546745,174052,5.26778,2,5.37904,2,5.37904,2
49234,546845,174052,4.12489,1b,4.20613,1b,4.20613,1b
49235,546945,174052,4.08929,1b,4.16782,1b,4.16782,1b
49236,547045,174052,4.10539,1b,4.1795,1b,4.1795,1b
49237,547145,174052,4.39369,1b,4.47838,1b,4.47838,1b
49238,547245,174052,4.50975,1b,4.5989,1b,4.5989,1b
49239,547345,174052,4.64391,1b,4.73895,1b,4.73895,1b
49240,547445,174052,4.00624,1b,4.07686,1b,4.07686,1b
49241,547545,174052,3.79975,1b,3.86341,1b,3.86341,1b
49242,547645,174052,2.47888,1a,2.52115,1b,2.52115,1b
49243,547745,174052,3.22606,1b,3.28597,1b,3.28597,1b
49244,547845,174052,2.30103,1a,2.33741,1a,2.33741,1a
49245,547945,174052,2.1525,1a,2.1843,1a,2.1843,1a
49246,548045,174052,3.92702,1b,3.98972,1b,3.98972,1b
49247,548145,174052,4.55125,1b,4.63544,1b,4.63544,1b
49248,548245,174052,4.68633,1b,4.77549,1b,4.77549,1b
49249,548345,174052,5.40999,2,5.50658,2,5.50658,2
49250,548445,174052,5.34753,2,5.44163,2,5.44163,2
49251,548545,174052,5.21959,2,5.30918,2,5.30918,2
49252,548645,174052,4.08161,1b,4.14912,1b,4.14912,1b
49253,548745,174052,3.23151,1b,3.27371,1b,3.27371,1b
49254,548845,174052,3.39472,1b,3.44132,1b,3.44132,1b
49255,548945,174052,7.61067,2,7.61067,2,7.61067,2
49256,549045,174052,7.51889,2,7.51889,2,7.51889,2
49257,549145,174052,7.37892,2,7.37892,2,7.37892,2
49258,549245,174052,5.47598,2,5.55225,2,5.55225,2
49259,549345,174052,4.41633,1b,4.48004,1b,4.48004,1b
49260,549445,174052,10.6805,3,10.6805,3,10.6805,3
49261,549545,174052,10.3912,3,10.3912,3,10.3912,3
49262,549645,174052,10.3433,3,10.3433,3,10.3433,3
49485,527245,174152,1.96559,1a,1.99207,1a,1.99207,1a
49486,527345,174152,0,0,0,0,0,0
49487,527445,174152,12.5242,3,13.109,3,13.109,3
49488,527545,174152,13.2157,3,13.9358,3,13.9358,3
49489,527645,174152,12.1017,3,12.6164,3,12.6164,3
49490,527745,174152,3.9392,1b,3.99731,1b,3.99731,1b
49491,527845,174152,3.79882,1b,3.85437,1b,3.85437,1b
49492,527945,174152,3.47616,1b,3.5227,1b,3.5227,1b
