ZoneSystem,ZoneID,Forecast,Year,Jobs,TotalPopn,HH,PopWorkAge,PopPensionAge,EcActive,In_GLA
Railplan,"1,157",GLA,"2,011",18,5,2,4,2,4,TRUE
Railplan,"1,158",GLA,"2,011",801,"2,143",858,"1,645","1,052","1,645",TRUE
Railplan,"1,159",GLA,"2,011",257,"4,687","1,419","3,060","1,476","3,060",TRUE
Railplan,"1,160",GLA,"2,011",247,"3,141",966,"2,031",980,"2,031",TRUE
Railplan,"1,161",GLA,"2,011",535,"4,963","1,527","3,209","1,548","3,209",TRUE
Railplan,"1,162",GLA,"2,011",761,"4,855","1,493","3,139","1,514","3,139",TRUE
Railplan,"1,163",GLA,"2,011","1,131","3,742","1,151","2,419","1,167","2,419",TRUE
Railplan,"1,164",GLA,"2,011",800,"3,721","1,136","2,418","1,166","2,418",TRUE
Railplan,"1,165",GLA,"2,011","1,052","4,425","1,504","3,052","1,821","3,052",TRUE
Railplan,"1,166",GLA,"2,011",365,"4,815","1,637","3,322","1,981","3,322",TRUE
Railplan,"1,167",GLA,"2,011",108,"3,085","1,100","2,188","1,309","2,188",TRUE
Railplan,"1,168",GLA,"2,011",218,"2,330",829,"1,682",979,"1,682",TRUE
Railplan,"1,169",GLA,"2,011","1,489","1,819",745,"1,412",917,"1,412",TRUE
Railplan,"1,170",GLA,"2,011","3,579","1,826",729,"1,393",888,"1,393",TRUE
Railplan,"1,171",GLA,"2,011",288,"1,811",671,"1,314",788,"1,313",TRUE
Railplan,"1,172",GLA,"2,011",112,"1,683",623,"1,221",732,"1,221",TRUE
Railplan,"1,173",GLA,"2,011",224,"3,524",948,"2,449","1,182","2,449",TRUE
Railplan,"1,174",GLA,"2,011",371,"4,700","1,264","3,266","1,576","3,266",TRUE
Railplan,"1,175",GLA,"2,011",943,"3,988","1,073","2,771","1,337","2,772",TRUE
Railplan,"1,176",GLA,"2,011",433,"6,155","1,656","4,277","2,064","4,278",TRUE
Railplan,"1,177",GLA,"2,011",858,"3,775","1,016","2,624","1,266","2,624",TRUE
Railplan,"1,178",GLA,"2,011",549,"4,861","1,308","3,378","1,630","3,378",TRUE
Railplan,"1,179",GLA,"2,011",356,"4,220","1,135","2,933","1,415","2,933",TRUE
Railplan,"1,180",GLA,"2,011",641,"4,306","1,159","2,993","1,444","2,993",TRUE
Railplan,"1,181",GLA,"2,011",996,"4,675","1,370","3,297","1,675","3,297",TRUE
Railplan,"1,182",GLA,"2,011",940,"2,678",809,"1,899",982,"1,899",TRUE
Railplan,"1,183",GLA,"2,011",425,"6,298","2,014","4,535","2,453","4,535",TRUE
Railplan,"1,184",GLA,"2,011",172,"3,262",986,"2,313","1,197","2,313",TRUE
Railplan,"1,185",GLA,"2,011","1,938","4,771","1,442","3,383","1,750","3,383",TRUE
Railplan,"1,186",GLA,"2,011",515,"4,085","1,237","2,895","1,500","2,895",TRUE
Railplan,"1,187",GLA,"2,011",685,"3,961","1,269","2,777","1,506","2,777",TRUE
Railplan,"1,188",GLA,"2,011",169,"3,708","1,194","2,579","1,405","2,579",TRUE
Railplan,"1,189",GLA,"2,011",769,"2,065",665,"1,436",782,"1,436",TRUE
Railplan,"1,190",GLA,"2,011",244,"3,257","1,049","2,266","1,234","2,266",TRUE
Railplan,"1,191",GLA,"2,011",299,"2,543",839,"1,788",988,"1,788",TRUE
Railplan,"1,192",GLA,"2,011",506,"3,108","1,013","2,173","1,195","2,173",TRUE
Railplan,"1,193",GLA,"2,011","2,547","1,207",517,962,623,962,TRUE
Railplan,"1,194",GLA,"2,011","1,230","1,531",668,"1,234",798,"1,234",TRUE
Railplan,"1,195",GLA,"2,011",359,289,126,233,151,233,TRUE
Railplan,"1,196",GLA,"2,011",154,3,1,3,2,3,TRUE
Railplan,"1,197",GLA,"2,011","1,951","1,725",752,"1,390",899,"1,390",TRUE
Railplan,"1,198",GLA,"2,011",769,"1,046",456,843,545,843,TRUE
Railplan,"1,201",GLA,"2,011",108,"1,281",465,852,477,852,TRUE
Railplan,"1,267",GLA,"2,011",247,"7,731","2,143","5,190","2,647","5,190",TRUE
Railplan,"1,268",GLA,"2,011",233,679,214,430,245,430,TRUE
Railplan,"1,269",GLA,"2,011","1,165","6,426","2,028","4,070","2,320","4,070",TRUE
Railplan,"1,270",GLA,"2,011","1,617","6,302","1,778","4,271","2,163","4,271",TRUE
Railplan,"1,271",GLA,"2,011",991,"5,099","1,583","3,290","1,823","3,289",TRUE
Railplan,"1,272",GLA,"2,011",142,"4,400","1,215","2,967","1,503","2,967",TRUE
Railplan,"1,273",GLA,"2,011",399,"4,910","1,549","3,110","1,772","3,110",TRUE
Railplan,"1,274",GLA,"2,011",269,"6,538","2,030","4,210","2,272","4,210",TRUE
Railplan,"1,275",GLA,"2,011",242,"3,521","1,275","2,347","1,325","2,347",TRUE
Railplan,"1,276",GLA,"2,011","1,424",468,170,311,174,311,TRUE
Railplan,"1,277",GLA,"2,011",879,"1,639",595,"1,090",610,"1,090",TRUE
Railplan,"1,278",GLA,"2,011","1,532","3,592","1,304","2,389","1,337","2,389",TRUE
Railplan,"1,279",GLA,"2,011",463,"2,501",906,"1,670",941,"1,670",TRUE
Railplan,"1,280",GLA,"2,011","1,176","4,242","1,539","2,825","1,585","2,825",TRUE
Railplan,"1,281",GLA,"2,011",235,"2,298",833,"1,533",863,"1,533",TRUE
Railplan,"1,282",GLA,"2,011","1,356","5,224","1,733","3,494","1,892","3,494",TRUE
Railplan,"1,283",GLA,"2,011","1,776","3,095","1,070","2,065","1,135","2,065",TRUE
Railplan,"1,284",GLA,"2,011","1,747","4,482","1,627","2,981","1,668","2,981",TRUE
Railplan,"1,285",GLA,"2,011",618,"3,867","1,404","2,572","1,440","2,572",TRUE
Railplan,"1,286",GLA,"2,011",398,"3,439","1,156","2,298","1,250","2,299",TRUE
Railplan,"1,287",GLA,"2,011","2,060","3,613","1,201","2,416","1,309","2,416",TRUE
Railplan,"1,288",GLA,"2,011",696,"4,005","1,329","2,679","1,451","2,679",TRUE
Railplan,"1,289",GLA,"2,011","1,906","5,038","1,672","3,370","1,825","3,370",TRUE
Railplan,"1,290",GLA,"2,011","3,245","2,488",725,"1,716",858,"1,715",TRUE
Railplan,"1,291",GLA,"2,011","1,162","2,872",841,"1,972",982,"1,971",TRUE
Railplan,"1,292",GLA,"2,011",340,"3,310",993,"2,210","1,080","2,210",TRUE
Railplan,"1,293",GLA,"2,011",432,"5,214","1,543","3,537","1,748","3,537",TRUE
Railplan,"1,294",GLA,"2,011",929,"4,209","1,269","2,793","1,359","2,793",TRUE
Railplan,"1,295",GLA,"2,011","1,743","1,860",599,"1,294",705,"1,294",TRUE
Railplan,"1,296",GLA,"2,011",431,"4,369","1,407","3,040","1,655","3,040",TRUE
Railplan,"1,297",GLA,"2,011",242,"4,246","1,370","2,947","1,604","2,947",TRUE
Railplan,"1,298",GLA,"2,011","1,526",318,115,213,121,213,TRUE
Railplan,"1,299",GLA,"2,011","1,325",379,136,258,151,258,TRUE
Railplan,"1,301",GLA,"2,011",267,"1,627",703,"1,226",778,"1,226",TRUE
Railplan,"1,364",GLA,"2,011",572,"3,879","1,521","2,581","1,512","2,581",TRUE
Railplan,"1,365",GLA,"2,011","2,366","3,217","1,261","2,140","1,254","2,140",TRUE
Railplan,"1,366",GLA,"2,011","1,641","2,212",867,"1,471",862,"1,471",TRUE
Railplan,"1,367",GLA,"2,011",725,"3,665","1,437","2,438","1,429","2,438",TRUE
Railplan,"1,368",GLA,"2,011","1,409","2,896","1,256","2,145","1,406","2,145",TRUE
Railplan,"1,369",GLA,"2,011",705,"4,010","1,744","2,972","1,924","2,972",TRUE
Railplan,"1,370",GLA,"2,011","1,297","4,229","1,839","3,137","2,027","3,137",TRUE
Railplan,"1,371",GLA,"2,011",515,"4,096","1,655","2,838","1,754","2,838",TRUE
Railplan,"1,372",GLA,"2,011",468,"3,158","1,258","2,159","1,319","2,159",TRUE
Railplan,"1,373",GLA,"2,011","1,030","5,571","2,219","3,809","2,327","3,809",TRUE
Railplan,"1,374",GLA,"2,011",406,"3,598","1,433","2,460","1,503","2,460",TRUE
Railplan,"1,375",GLA,"2,011",593,"4,379","1,682","2,892","1,737","2,892",TRUE
Railplan,"1,376",GLA,"2,011",286,"3,467","1,440","2,505","1,711","2,505",TRUE
Railplan,"1,377",GLA,"2,011","1,716","3,267","1,311","2,295","1,558","2,295",TRUE
Railplan,"1,378",GLA,"2,011",327,"4,132","1,428","2,530","1,536","2,530",TRUE
Railplan,"1,379",GLA,"2,011","1,394","4,582","1,579","2,805","1,705","2,805",TRUE
Railplan,"1,380",GLA,"2,011","1,065","3,842","1,290","2,241","1,265","2,241",TRUE
Railplan,"1,381",GLA,"2,011",452,"5,064","1,705","2,950","1,651","2,950",TRUE
Railplan,"1,382",GLA,"2,011",817,"2,665",892,"1,545",863,"1,545",TRUE
Railplan,"1,383",GLA,"2,011","1,960","3,737","1,287","2,284","1,385","2,284",TRUE
Railplan,"1,384",GLA,"2,011",645,"4,384","1,520","2,699","1,643","2,699",TRUE
Railplan,"1,385",GLA,"2,011",379,"2,493","1,077","1,879","1,192","1,878",TRUE
Railplan,"1,386",GLA,"2,011",263,"3,318","1,368","2,376","1,532","2,376",TRUE
Railplan,"1,387",GLA,"2,011",407,"4,206","1,670","2,856","1,957","2,856",TRUE
Railplan,"1,388",GLA,"2,011",468,"1,389",553,940,647,940,TRUE
Railplan,"1,389",GLA,"2,011","1,968","2,200",904,"1,581","1,104","1,581",TRUE
Railplan,"1,390",GLA,"2,011","1,200","3,031","1,280","2,238","1,590","2,238",TRUE
Railplan,"1,391",GLA,"2,011",714,"2,759","1,183","2,042","1,380","2,042",TRUE
Railplan,"1,392",GLA,"2,011","1,410","3,764","1,589","2,779","1,974","2,779",TRUE
Railplan,"1,393",GLA,"2,011",690,"4,153","1,750","3,068","2,191","3,068",TRUE
Railplan,"1,394",GLA,"2,011","1,216","3,556","1,498","2,625","1,874","2,625",TRUE
Railplan,"1,395",GLA,"2,011",915,"3,690","1,521","2,629","1,844","2,629",TRUE
Railplan,"1,396",GLA,"2,011",786,"4,144","1,674","2,868","1,993","2,868",TRUE
Railplan,"1,397",GLA,"2,011",830,"4,479","1,785","3,033","2,086","3,033",TRUE
Railplan,"1,398",GLA,"2,011",283,"2,213",956,"1,668","1,058","1,668",TRUE
Railplan,"1,399",GLA,"2,011","1,057","3,288","1,416","2,468","1,571","2,468",TRUE
Railplan,"1,453",GLA,"2,011",505,"1,279",534,914,581,914,TRUE
Railplan,"1,454",GLA,"2,011",123,"3,496","1,459","2,498","1,587","2,498",TRUE
Railplan,"1,455",GLA,"2,011",747,"3,850","1,549","2,657","1,638","2,657",TRUE
Railplan,"1,457",GLA,"2,011",596,"2,547","1,073","1,789","1,118","1,789",TRUE
Railplan,"1,458",GLA,"2,011",451,"4,089","1,724","2,873","1,795","2,873",TRUE
Railplan,"1,459",GLA,"2,011","1,142","3,848","1,617","2,698","1,682","2,698",TRUE
Railplan,"1,460",GLA,"2,011",580,"3,000","1,264","2,108","1,317","2,108",TRUE
Railplan,"1,461",GLA,"2,011","1,529","3,907","1,647","2,745","1,715","2,745",TRUE
Railplan,"1,462",GLA,"2,011",483,"3,878","1,635","2,725","1,702","2,725",TRUE
Railplan,"1,463",GLA,"2,011",935,"3,838","1,618","2,697","1,685","2,697",TRUE
Railplan,"1,464",GLA,"2,011","3,187","1,528",662,"1,114",729,"1,114",TRUE
Railplan,"1,465",GLA,"2,011","2,315","1,932",823,"1,378",878,"1,378",TRUE
Railplan,"1,466",GLA,"2,011",162,"2,671","1,165","1,966","1,304","1,966",TRUE
Railplan,"1,467",GLA,"2,011",223,"3,995","1,743","2,941","1,950","2,941",TRUE
Railplan,"1,468",GLA,"2,011",939,"2,957","1,290","2,190","1,432","2,190",TRUE
Railplan,"1,469",GLA,"2,011","1,218","3,382","1,475","2,490","1,651","2,490",TRUE
Railplan,"1,470",GLA,"2,011",873,"1,882",821,"1,385",918,"1,385",TRUE
Railplan,"1,471",GLA,"2,011","1,453","2,891","1,278","2,215","1,592","2,215",TRUE
Railplan,"1,472",GLA,"2,011","1,300","3,493","1,548","2,678","1,922","2,678",TRUE
Railplan,"1,473",GLA,"2,011","1,473","2,620","1,159","2,009","1,456","2,009",TRUE
Railplan,"1,474",GLA,"2,011",953,"1,336",583,930,566,930,TRUE
Railplan,"1,475",GLA,"2,011",658,465,203,324,197,324,TRUE
Railplan,"1,476",GLA,"2,011","1,039","4,150","1,645","2,778","1,638","2,778",TRUE
Railplan,"1,477",GLA,"2,011",358,"1,279",509,856,505,856,TRUE
Railplan,"1,478",GLA,"2,011","1,001","4,123","1,708","2,913","1,830","2,913",TRUE
Railplan,"1,479",GLA,"2,011","1,440","3,230","1,327","2,266","1,412","2,266",TRUE
Railplan,"1,480",GLA,"2,011","2,342","2,728","1,146","1,948","1,235","1,948",TRUE
Railplan,"1,481",GLA,"2,011",679,"3,132","1,359","2,290","1,506","2,290",TRUE
Railplan,"1,482",GLA,"2,011","2,026","3,424","1,494","2,521","1,671","2,521",TRUE
Railplan,"1,483",GLA,"2,011","2,733",948,406,700,483,700,TRUE
Railplan,"1,484",GLA,"2,011","1,788",189,109,176,143,176,TRUE
Railplan,"1,485",GLA,"2,011","3,865",383,201,332,249,332,TRUE
Railplan,"1,486",GLA,"2,011","5,361",354,190,312,240,312,TRUE
Railplan,"1,487",GLA,"2,011","1,309","2,254",984,"1,708","1,057","1,708",TRUE
Railplan,"1,488",GLA,"2,011",510,"2,290","1,000","1,736","1,074","1,736",TRUE
Railplan,"1,489",GLA,"2,011","4,731","1,297",568,985,612,985,TRUE
Railplan,"1,490",GLA,"2,011","4,960","1,079",472,818,506,818,TRUE
Railplan,"1,491",GLA,"2,011",591,"2,472","1,080","1,874","1,160","1,874",TRUE
Railplan,"1,492",GLA,"2,011",823,"2,162",943,"1,638","1,014","1,638",TRUE
Railplan,"1,493",GLA,"2,011","1,532","1,423",652,"1,091",682,"1,091",TRUE
Railplan,"1,494",GLA,"2,011","1,252","2,903","1,331","2,227","1,392","2,227",TRUE
Railplan,"1,495",GLA,"2,011","8,370","3,195","1,464","2,450","1,532","2,450",TRUE
Railplan,"1,496",GLA,"2,011",104,"1,420",620,"1,077",666,"1,077",TRUE
Railplan,"1,497",GLA,"2,011","1,298","3,545","1,547","2,687","1,662","2,687",TRUE
Railplan,"1,498",GLA,"2,011","1,788","3,281","1,500","2,515","1,582","2,515",TRUE
Railplan,"1,499",GLA,"2,011","3,648","3,072","1,408","2,356","1,473","2,356",TRUE
Railplan,"1,588",GLA,"2,011","6,718",53,22,41,20,41,TRUE
Railplan,"1,589",GLA,"2,011","1,018","1,247",542,"1,056",538,"1,056",TRUE
Railplan,"1,590",GLA,"2,011","13,692",220,91,168,82,168,TRUE
Railplan,"1,591",GLA,"2,011","3,135",387,162,295,146,295,TRUE
Railplan,"1,592",GLA,"2,011","6,340",702,302,527,275,527,TRUE
Railplan,"1,593",GLA,"2,011","4,623","1,957",916,"1,388",866,"1,388",TRUE
Railplan,"1,594",GLA,"2,011","6,280","1,726",810,"1,225",761,"1,225",TRUE
Railplan,"1,595",GLA,"2,011","1,207","1,328",624,944,584,944,TRUE
Railplan,"1,596",GLA,"2,011","4,029",679,295,575,293,575,TRUE
Railplan,"1,597",GLA,"2,011",977,443,221,324,179,324,TRUE
Railplan,"1,598",GLA,"2,011","3,602","2,087","1,034","1,520",851,"1,520",TRUE
Railplan,"1,599",GLA,"2,011",434,859,433,641,470,641,TRUE
Railplan,"1,685",GLA,"2,011","6,530",764,362,622,397,622,TRUE
Railplan,"1,686",GLA,"2,011","6,797","1,621",704,"1,372",699,"1,372",TRUE
Railplan,"1,687",GLA,"2,011","4,251",453,197,384,195,384,TRUE
Railplan,"1,688",GLA,"2,011","7,687",256,121,209,133,209,TRUE
Railplan,"1,689",GLA,"2,011",310,841,365,712,363,712,TRUE
Railplan,"1,690",GLA,"2,011","6,557","1,059",501,862,550,862,TRUE
Railplan,"1,691",GLA,"2,011","6,503",620,294,503,323,503,TRUE
Railplan,"1,692",GLA,"2,011","2,820","1,470",732,"1,075",601,"1,075",TRUE
Railplan,"1,693",GLA,"2,011",628,910,430,741,473,741,TRUE
Railplan,"1,694",GLA,"2,011","9,359","1,442",727,"1,121",791,"1,121",TRUE
Railplan,"1,695",GLA,"2,011","6,063","1,406",711,"1,083",753,"1,083",TRUE
Railplan,"1,696",GLA,"2,011","1,362","1,475",747,"1,143",811,"1,143",TRUE
Railplan,"1,697",GLA,"2,011","1,831","2,975","1,111","2,343","1,123","2,343",TRUE
Railplan,"1,698",GLA,"2,011","4,881","1,011",494,823,614,823,TRUE
Railplan,"1,699",GLA,"2,011","1,702","2,651",984,"1,980",923,"1,980",TRUE
Railplan,"1,765",GLA,"2,011","2,239","1,634",730,"1,184",755,"1,184",TRUE
Railplan,"1,766",GLA,"2,011",614,"1,238",582,889,603,889,TRUE
Railplan,"1,767",GLA,"2,011",486,"2,916","1,364","2,078","1,387","2,078",TRUE
Railplan,"1,768",GLA,"2,011",230,"3,040","1,423","2,167","1,446","2,167",TRUE
Railplan,"1,769",GLA,"2,011",229,"2,024",958,"1,475","1,058","1,475",TRUE
Railplan,"1,770",GLA,"2,011","2,205","2,432","1,166","1,801","1,291","1,801",TRUE
Railplan,"1,771",GLA,"2,011",473,"2,619","1,255","1,938","1,387","1,938",TRUE
Railplan,"1,772",GLA,"2,011",403,"1,079",518,799,573,799,TRUE
Railplan,"1,773",GLA,"2,011",473,787,375,582,413,582,TRUE
Railplan,"1,774",GLA,"2,011",346,"1,580",757,"1,169",837,"1,169",TRUE
Railplan,"1,775",GLA,"2,011","3,658","1,387",665,"1,027",736,"1,027",TRUE
Railplan,"1,776",GLA,"2,011",823,"1,249",599,925,663,925,TRUE
Railplan,"1,777",GLA,"2,011",623,"1,467",708,"1,087",782,"1,087",TRUE
Railplan,"1,778",GLA,"2,011",529,"1,815",816,"1,318",855,"1,318",TRUE
Railplan,"1,779",GLA,"2,011",373,"3,249","1,448","2,354","1,493","2,354",TRUE
Railplan,"1,780",GLA,"2,011","1,279","2,334","1,047","1,696","1,090","1,697",TRUE
Railplan,"1,781",GLA,"2,011",347,"1,918",896,"1,369",915,"1,369",TRUE
Railplan,"1,782",GLA,"2,011","1,773","1,986",950,"1,475","1,117","1,475",TRUE
Railplan,"1,783",GLA,"2,011",221,"2,031",972,"1,507","1,129","1,507",TRUE
Railplan,"1,784",GLA,"2,011","1,195","2,114","1,010","1,571","1,190","1,571",TRUE
Railplan,"1,785",GLA,"2,011","1,829","2,591","1,092","1,892",994,"1,892",TRUE
Railplan,"1,786",GLA,"2,011","2,463","2,556","1,093","1,863","1,032","1,863",TRUE
Railplan,"1,787",GLA,"2,011",416,"1,602",728,"1,169",799,"1,169",TRUE
Railplan,"1,788",GLA,"2,011",602,"2,387","1,085","1,743","1,190","1,743",TRUE
Railplan,"1,789",GLA,"2,011","4,011","1,584",707,"1,147",732,"1,147",TRUE
Railplan,"1,790",GLA,"2,011",920,"4,704","2,201","3,353","2,240","3,353",TRUE
Railplan,"1,791",GLA,"2,011","1,348","3,297","1,581","2,442","1,751","2,442",TRUE
Railplan,"1,792",GLA,"2,011","2,503",842,404,624,447,624,TRUE
Railplan,"1,793",GLA,"2,011","2,083","1,991",889,"1,442",920,"1,442",TRUE
Railplan,"1,794",GLA,"2,011",518,"2,848","1,326","2,051","1,396","2,051",TRUE
Railplan,"1,795",GLA,"2,011","2,339","2,127","1,017","1,579","1,197","1,579",TRUE
Railplan,"1,796",GLA,"2,011","2,372","2,588","1,232","1,925","1,450","1,925",TRUE
Railplan,"1,797",GLA,"2,011","2,248","3,789","1,613","2,789","1,539","2,789",TRUE
Railplan,"1,798",GLA,"2,011",258,"2,843","1,293","2,075","1,416","2,075",TRUE
Railplan,"1,799",GLA,"2,011","1,032","3,444","1,566","2,514","1,717","2,514",TRUE
Railplan,"1,868",GLA,"2,011",874,"3,870","1,775","2,969","2,160","2,969",TRUE
Railplan,"1,869",GLA,"2,011","2,524","3,339","1,530","2,556","1,853","2,556",TRUE
Railplan,"1,870",GLA,"2,011","1,409","1,426",644,"1,085",752,"1,085",TRUE
Railplan,"1,871",GLA,"2,011",958,"1,836",817,"1,341",882,"1,341",TRUE
Railplan,"1,872",GLA,"2,011","1,179","3,658","1,623","2,672","1,739","2,672",TRUE
Railplan,"1,873",GLA,"2,011",98,"2,829","1,259","2,066","1,359","2,066",TRUE
Railplan,"1,874",GLA,"2,011","1,358","3,686","1,607","2,691","1,954","2,691",TRUE
Railplan,"1,875",GLA,"2,011",251,"2,895","1,266","2,121","1,540","2,121",TRUE
Railplan,"1,876",GLA,"2,011",904,"1,491",670,"1,076",693,"1,076",TRUE
Railplan,"1,877",GLA,"2,011","2,222","1,597",717,"1,152",743,"1,152",TRUE
Railplan,"1,878",GLA,"2,011","1,842","3,707","1,650","2,707","1,781","2,707",TRUE
Railplan,"1,879",GLA,"2,011",442,"2,123",945,"1,551","1,020","1,551",TRUE
Railplan,"1,880",GLA,"2,011","3,568","3,024","1,390","2,145","1,440","2,145",TRUE
Railplan,"1,881",GLA,"2,011",521,"2,169",997,"1,539","1,032","1,539",TRUE
Railplan,"1,882",GLA,"2,011",402,"4,203","1,887","3,031","1,954","3,032",TRUE
Railplan,"1,883",GLA,"2,011","1,199","3,517","1,578","2,534","1,635","2,534",TRUE
Railplan,"1,884",GLA,"2,011",577,"3,712","1,667","2,678","1,726","2,678",TRUE
Railplan,"1,885",GLA,"2,011",741,"3,127","1,404","2,255","1,454","2,255",TRUE
Railplan,"1,886",GLA,"2,011","1,767","4,195","1,884","3,026","1,950","3,026",TRUE
Railplan,"1,887",GLA,"2,011",300,"3,439","1,506","2,405","1,591","2,405",TRUE
Railplan,"1,888",GLA,"2,011",531,"4,991","2,186","3,491","2,309","3,490",TRUE
Railplan,"1,889",GLA,"2,011",142,"3,473","1,521","2,428","1,606","2,428",TRUE
Railplan,"1,890",GLA,"2,011",957,"1,596",729,"1,219",887,"1,219",TRUE
Railplan,"1,891",GLA,"2,011",761,"3,722","1,657","2,718","1,788","2,718",TRUE
Railplan,"1,892",GLA,"2,011",230,"3,551","1,549","2,593","1,882","2,593",TRUE
Railplan,"1,893",GLA,"2,011","1,964","3,082","1,344","2,251","1,634","2,251",TRUE
Railplan,"1,894",GLA,"2,011",163,"2,941","1,321","2,121","1,367","2,122",TRUE
Railplan,"1,895",GLA,"2,011",639,"5,102","2,271","3,727","2,452","3,727",TRUE
Railplan,"1,896",GLA,"2,011","1,517","1,441",661,"1,022",685,"1,022",TRUE
Railplan,"1,897",GLA,"2,011","2,586","3,627","1,629","2,617","1,687","2,617",TRUE
Railplan,"1,898",GLA,"2,011",503,"1,760",771,"1,230",814,"1,230",TRUE
Railplan,"1,899",GLA,"2,011",202,"2,776","1,217","1,944","1,284","1,943",TRUE
Railplan,"1,986",GLA,"2,011","3,024",320,162,253,163,253,TRUE
Railplan,"1,987",GLA,"2,011","7,537",745,373,570,356,570,TRUE
Railplan,"1,988",GLA,"2,011","6,343",175,86,127,74,127,TRUE
Railplan,"1,989",GLA,"2,011","4,864",81,39,58,37,58,TRUE
Railplan,"1,990",GLA,"2,011","11,576",344,174,271,175,271,TRUE
Railplan,"1,991",GLA,"2,011","2,929","1,375",680,"1,015",605,"1,015",TRUE
Railplan,"1,992",GLA,"2,011","4,117",201,99,146,85,146,TRUE
Railplan,"1,993",GLA,"2,011","3,172","1,136",559,826,482,826,TRUE
Railplan,"1,994",GLA,"2,011","4,617","1,010",489,732,435,732,TRUE
Railplan,"1,995",GLA,"2,011","5,967","1,550",670,"1,131",575,"1,131",TRUE
Railplan,"1,996",GLA,"2,011","2,641","2,936","1,135","2,144",988,"2,144",TRUE
Railplan,"1,997",GLA,"2,011","2,237",902,396,658,309,658,TRUE
Railplan,"1,998",GLA,"2,011","1,399",491,204,342,165,342,TRUE
Railplan,"1,999",GLA,"2,011",734,"1,150",495,798,404,798,TRUE
Railplan,"2,082",GLA,"2,011","5,627","1,202",449,881,366,881,TRUE
Railplan,"2,083",GLA,"2,011","3,048","1,196",430,894,345,894,TRUE
Railplan,"2,084",GLA,"2,011",251,869,357,601,304,601,TRUE
Railplan,"2,085",GLA,"2,011","3,830",910,350,747,383,747,TRUE
Railplan,"2,086",GLA,"2,011","1,510",467,189,383,207,383,TRUE
Railplan,"2,087",GLA,"2,011","10,046",786,352,635,378,635,TRUE
Railplan,"2,088",GLA,"2,011","2,207",224,112,183,123,183,TRUE
Railplan,"2,089",GLA,"2,011","3,634",245,153,211,148,211,TRUE
Railplan,"2,090",GLA,"2,011","17,178",525,261,420,276,420,TRUE
Railplan,"2,091",GLA,"2,011","1,629",391,213,334,227,334,TRUE
Railplan,"2,092",GLA,"2,011","7,775","1,429",701,"1,070",561,"1,069",TRUE
Railplan,"2,093",GLA,"2,011","5,994","1,013",361,830,453,830,TRUE
Railplan,"2,094",GLA,"2,011","9,095",826,338,724,336,724,TRUE
Railplan,"2,095",GLA,"2,011","1,676",769,249,687,230,687,TRUE
Railplan,"2,096",GLA,"2,011","7,114","1,782",621,"1,443",624,"1,443",TRUE
Railplan,"2,097",GLA,"2,011","5,179",959,313,848,290,848,TRUE
Railplan,"2,098",GLA,"2,011","9,105",899,204,804,173,804,TRUE
Railplan,"2,184",GLA,"2,011","3,191",180,73,127,62,127,TRUE
Railplan,"2,185",GLA,"2,011","2,336",532,211,379,176,379,TRUE
Railplan,"2,186",GLA,"2,011",678,98,40,69,34,69,TRUE
Railplan,"2,187",GLA,"2,011",56,4,2,3,1,3,TRUE
Railplan,"2,188",GLA,"2,011","1,471","1,635",733,"1,193",561,"1,193",TRUE
Railplan,"2,189",GLA,"2,011","2,285","2,142",873,"1,732",650,"1,732",TRUE
Railplan,"2,190",GLA,"2,011","9,445",822,383,644,364,644,TRUE
Railplan,"2,191",GLA,"2,011","7,503",716,341,517,322,517,TRUE
Railplan,"2,192",GLA,"2,011","1,425",850,405,611,387,611,TRUE
Railplan,"2,193",GLA,"2,011","5,242","1,166",508,910,498,910,TRUE
Railplan,"2,194",GLA,"2,011","4,362",692,332,499,306,499,TRUE
